the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Furn_Code,Address,Latitude,Longitude,NTAName,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.87189859226177 40.753691731089404),4,Queens,403,21,34,13,14,QN04971AB,35 AVE,40.7537,-73.8719,North Corona,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83069860502133 40.7648917268519),4,Queens,407,20,40,11,6,QN04925AB,35 AVENUE,40.7649,-73.8307,Flushing-Willets Point,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.937498572282 40.73509173703564),4,Queens,402,26,37,12,12,QN04864AB,35 STREET,40.7351,-73.9375,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.98207155714576 40.74883773548685),1,Manhattan,106,4,75,28,12,MN01473AB,36 STREET,40.748846,-73.982073,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.7730986222689 40.767891724310154),4,Queens,411,19,26,11,6,QN04892AB,36TH AVENUE,40.7679,-73.7731,Bayside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87079859259238 40.75129173120349),4,Queens,403,21,34,13,14,QN04983AB,37 AVE,40.7513,-73.8708,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92658357547096 40.743823734416225),4,Queens,402,26,37,12,14,QN04952AB,38 STREET,40.743832,-73.926585,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89089857930102 40.86129171084236),2,Bronx,206,15,78,34,15,BX03508AB,3RD AVE,40.8613,-73.8909,Belmont,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94041156785227 40.79822072448721),1,Manhattan,111,8,68,29,13,MN01717AB,3RD AVENUE (NW CORNER),40.798229,-73.940413,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.97870256150799 40.68443574803808),3,Brooklyn,302,33,52,25,8,BR02156AB,4 AV,40.684444,-73.978704,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97871956222316 40.68465974860414),3,Brooklyn,302,33,52,25,8,BR02994AB,4 AVENUE,40.684668,-73.978721,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92303857672665 40.74340973438456),4,Queens,402,26,37,12,14,QN04573AB,41 STREET,40.743418,-73.92304,Sunnyside,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96835856067554 40.7505817349722),1,Manhattan,106,4,74,28,12,MN0054AB,45 ST,40.75059,-73.96836,United Nations,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.98607056031838 40.66894875129251),3,Brooklyn,306,39,52,21,7,BR03000AB,5 AVE,40.668957,-73.986072,Park Slope,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02239855098946 40.62939176087561),3,Brooklyn,310,43,64,22,11,BR02936AB,5 AVENUE,40.6294,-74.0224,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99495456021343 40.63241075929177),3,Brooklyn,312,44,48,17,10,BR02911AB,54 STREET,40.632419,-73.994956,Borough Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96564456148656 40.7590607332477),1,Manhattan,106,4,73,28,12,MN0116AB,56TH ST,40.759069,-73.965646,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9079985821856 40.72039173833766),4,Queens,405,30,37,15,6,QN04899AB,59TH STREET,40.7204,-73.908,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.93732856755759 40.812505721668295),1,Manhattan,111,9,70,30,13,MN01037AB,5TH AV,40.812514,-73.93733,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.94187956614343 40.80613872290812),1,Manhattan,111,9,68,30,13,MN01715AB,5TH AVENUE (SE CORNER),40.806147,-73.941881,East Harlem (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9468055649308 40.8006937243065),1,Manhattan,110,9,70,30,13,MN01714AB,5TH AVENUE (SW CORNER),40.800702,-73.946807,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-74.01379455373345 40.63795775830229),3,Brooklyn,307,38,49,20,7,BR03004AB,6 AVE,40.637966,-74.013796,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98745955522217 40.74957773569785),1,Manhattan,105,4,75,27,12,MN01638AB,6 AVE,40.749586,-73.987461,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.904233583038 40.72085273802384),4,Queens,405,30,30,15,6,QN04990AB,61 STREET,40.720861,-73.904235,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8647985951633 40.73129173504139),4,Queens,406,29,28,16,6,QN04910AB,62 DR,40.7313,-73.8648,Rego Park,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.90189858481861 40.7226537382766),4,Queens,405,30,30,15,6,QN04987AB,64 ST,40.722662,-73.9019,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90186858423948 40.72249173798199),4,Queens,405,30,30,15,6,QN04991AB,64 STREET,40.7225,-73.90187,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9635075618535 40.76555173154465),1,Manhattan,108,4,76,28,12,MN0168AB,65 STREET,40.76556,-73.963509,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84983260116047 40.72405573635305),4,Queens,406,29,28,16,6,QN04913AB,68 DR,40.724064,-73.849834,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98358955560788 40.7611667334341),1,Manhattan,105,4,75,27,12,MN01554AB,7 AVENUE,40.761175,-73.983591,Midtown-Times Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88379859097626 40.712191739790676),4,Queens,405,30,28,15,6,QN05002AB,71ST ST (SE CORNER),40.7122,-73.8838,Middle Village Cemetery,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.02677454979433 40.63369675944559),3,Brooklyn,310,43,51,22,11,BR02927AB,72 STREET,40.633705,-74.026776,Bay Ridge,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88557858918215 40.722149737988815),4,Queens,405,30,30,15,6,QN04978AB,74 ST,40.722158,-73.88558,Maspeth,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89316658496034 40.754850731571715),4,Queens,403,25,34,13,14,QN04985AB,74 ST,40.754859,-73.893168,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.0153985539958 40.62639176111451),3,Brooklyn,310,43,46,22,11,BR02942AB,74 STREET,40.6264,-74.0154,Dyker Heights,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86989859612436 40.7027917406538),4,Queens,405,30,38,15,6,QN04967AB,79 PLACE,40.7028,-73.8699,Highland Park-Cypress Hills Cemeteries (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87099859485609 40.702791740535694),4,Queens,405,30,28,15,6,QN04942AB,79 STREET,40.7028,-73.871,Glendale,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.0093965551504 40.6352997593498),3,Brooklyn,312,38,49,17,7,BR03053AB,8 AVE,40.635308,-74.009398,Sunset Park (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99299555298086 40.7519167353908),1,Manhattan,105,3,75,31,10,MN01636AB,8 AVE (MN0230),40.751925,-73.992997,Midtown South-Flatiron-Union Square,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88882858622303 40.7627517299268),4,Queens,403,22,34,13,14,QN0152AB,80 STREET,40.76276,-73.88883,Jackson Heights,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.97499355776225 40.782819728371976),1,Manhattan,107,6,69,29,10,MN0776AB,81 STREET,40.782828,-73.974995,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88808958554299 40.76763272880373),4,Queens,401,21,35,13,14,QN04989AB,82 ST (QN04377),40.767641,-73.888091,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88808058617437 40.7675757289406),4,Queens,401,21,35,13,14,QN04377AB,82 ST (QN04989),40.767584,-73.888082,Astoria (North)-Ditmars-Steinway,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.84889860469747 40.66139174835632),4,Queens,410,32,23,15,8,QN04889AB,84TH ST,40.6614,-73.8489,Howard Beach-Lindenwood,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.85264960171065 40.696028741653556),4,Queens,409,32,38,15,7,QN05012AB,85TH RD,40.696037,-73.852651,Woodhaven,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85292560165124 40.695902741791144),4,Queens,409,32,38,15,7,QN05013AB,85TH RD,40.695911,-73.852927,Woodhaven,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.74099863508314 40.73159173092648),4,Queens,413,23,24,14,3,QN04951AB,88 AVENUE,40.7316,-73.741,Bellerose,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85087360251065 40.69153174240155),4,Queens,409,32,38,10,7,QN05016AB,89TH AVE,40.69154,-73.850875,Woodhaven,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85090060192942 40.69102674280155),4,Queens,409,32,38,15,7,QN05017AB,89TH AVE,40.691035,-73.850902,Woodhaven,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85016660234746 40.69026074301479),4,Queens,409,32,38,10,7,QN05022AB,91ST ST,40.690269,-73.850168,Woodhaven,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85028860268366 40.689946742891145),4,Queens,409,32,38,15,7,QN05023AB,91ST ST,40.689955,-73.85029,Woodhaven,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97121355822564 40.79510572623963),1,Manhattan,107,7,69,31,10,MN01611AB,97 STREET,40.795114,-73.971215,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.99953855537282 40.674981750665594),3,Brooklyn,306,39,51,25,7,BR0282AB,9TH ST,40.67499,-73.99954,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.80712961654594 40.69417374024784),4,Queens,412,28,32,10,5,QN04977AB,ALLENDALE STREET,40.694182,-73.807131,Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85999858846853 40.865691708721734),2,Bronx,211,13,80,36,14,BX03584AB,ALLERTON AVE,40.8657,-73.86,Allerton,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91486658334306 40.66914674919996),3,Brooklyn,316,41,55,20,9,BR02917AB,AMBOY STREET,40.669155,-73.914868,Brownsville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97015955750936 40.79384672667887),1,Manhattan,107,6,69,30,10,MN01042AB,AMSTERDAM AVE,40.793855,-73.970161,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9473385631933 40.825230719827836),1,Manhattan,109,7,71,30,13,MN01722AB,AMSTERDAM AVE (NE CORNER),40.825239,-73.94734,Hamilton Heights-Sugar Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97005255796236 40.794035726501065),1,Manhattan,107,7,69,30,10,MN01050AB,AMSTERDAM AVENUE,40.794044,-73.970054,Upper West Side (Central),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.1980954993134 40.558625780239694),5,Staten Island,503,51,63,24,11,SI05157AB,ARDEN AVE,40.558634,-74.198097,Freshkills Park (South),X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.928548566637 40.86473171101065),1,Manhattan,112,10,72,31,13,MN01550AB,ARDEN STREET,40.86474,-73.92855,Washington Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-74.23929048831378 40.52853078782569),5,Staten Island,503,51,62,24,11,SI05151AB,ARTHUR KILL RD (SI05196),40.528539,-74.239292,Tottenville-Charleston,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.97859456225233 40.68788974729345),3,Brooklyn,302,35,57,25,8,BR02056AB,ASHLAND PLACE,40.687898,-73.978596,Fort Greene,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88700858654823 40.76531472956134),4,Queens,403,22,35,13,14,QN04576AB,ASTORIA BLVD,40.765323,-73.88701,East Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93985958077054 40.578074767655515),3,Brooklyn,315,48,45,22,8,BR02222AB,AT MACKENZIE BLVD (BR02714),40.578083,-73.939861,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.94689857233352 40.67869174862045),3,Brooklyn,303,36,56,25,8,BR02296AB,ATLANTIC AVENUE,40.6787,-73.9469,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.96771356577524 40.68203574821266),3,Brooklyn,302,35,57,25,8,BR02926AB,ATLANTIC AVENUE,40.682044,-73.967715,Clinton Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.94928457710544 40.58894676629681),3,Brooklyn,315,48,41,22,9,BR03005AB,AVE Z,40.588955,-73.949286,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.94769857523693 40.631991757091605),3,Brooklyn,314,45,42,21,9,BR03023AB,AVENUE H,40.632,-73.9477,Flatbush,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92775658207529 40.62846375769284),3,Brooklyn,318,46,41,21,8,BR02941AB,AVENUE J,40.628472,-73.927758,Flatlands,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.91810658484525 40.62617175726868),3,Brooklyn,318,46,59,21,8,BR02904AB,AVENUE K,40.62618,-73.918108,Flatlands,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.89314259253577 40.637051754415964),3,Brooklyn,318,46,59,19,8,BR02932AB,AVENUE M,40.63706,-73.893144,Canarsie,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.92969858229092 40.61599175980817),3,Brooklyn,318,46,59,19,8,BR03073AB,AVENUE R (SW CORNER),40.616,-73.9297,Marine Park-Mill Basin-Bergen Beach,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.94199857874722 40.60059176361889),3,Brooklyn,315,46,41,19,9,BR03026AB,AVENUE U,40.6006,-73.942,Madison,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-73.94149857880176 40.597991763763325),3,Brooklyn,315,48,41,19,9,BR03059AB,AVENUE V,40.598,-73.9415,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,X,AREA OF MINIMAL FLOOD HAZARD,3
POINT (-74.01103255034143 40.70298274528081),1,Manhattan,101,1,65,26,10,MN0003AB,B/W BROAD ST & COENTIES SLIP,40.702991,-74.011034,Financial District-Battery Park City,AE,,1
POINT (-73.9689075603137 40.760724732990695),1,Manhattan,106,4,73,28,12,MN0184AB,B/W LEXINGTON AV & 3RD AV,40.760733,-73.968909,East Midtown-Turtle Bay,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.0063855513689 40.70602874496735),1,Manhattan,101,1,65,26,10,MN01074AB,B/W MAIDEN LN & PINE ST,40.706037,-74.006387,Financial District-Battery Park City,AE,,1
POINT (-74.012580549448 40.7081967449724),1,Manhattan,101,1,65,26,10,MN01276AB,B/W RECTOR ST & THAMES,40.708205,-74.012582,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90278757501558 40.878204707794936),2,Bronx,208,14,81,33,13,BX03553AB,BAILEY AVENEUE,40.878213,-73.902789,Kingsbridge Heights-Van Cortlandt Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.77440962743943 40.68042674213887),4,Queens,412,27,32,10,5,QN04599AB,BAISLEY BLVD,40.680435,-73.774411,Springfield Gardens (North)-Rochdale Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.82479860245728 40.820291716647944),2,Bronx,210,13,82,34,14,BX03538AB,BALCOM AVENUE,40.8203,-73.8248,Throgs Neck-Schuylerville,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.83252559821537 40.86704670761392),2,Bronx,212,12,82,36,16,BX03365AB,BARTOW AVE,40.867055,-73.832527,Eastchester-Edenwald-Baychester,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.92129258480313 40.6092157613553),3,Brooklyn,318,46,59,19,8,BR02820AB,BATWEEN AVENUE U & AVENUE V,40.609224,-73.921294,Marine Park-Mill Basin-Bergen Beach,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.92087358478112 40.6090447608496),3,Brooklyn,318,46,59,19,8,BR02821AB,BATWEEN AVENUE U & AVENUE V,40.609053,-73.920875,Marine Park-Mill Basin-Bergen Beach,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.82329861808493 40.583691762955915),4,Queens,414,32,23,15,5,QN04973AB,BEACH 102 ST,40.5837,-73.8233,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.82354861706868 40.58386176294394),4,Queens,414,32,23,15,5,QN04533AB,BEACH 102 STREET,40.58387,-73.82355,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.78147663043785 40.59537475854436),4,Queens,414,31,31,10,5,QN04492AB,BEACH 51 ST,40.595383,-73.781478,Rockaway Beach-Arverne-Edgemere,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1
POINT (-73.80003262514822 40.591846760503245),4,Queens,414,31,31,10,5,QN04931AB,BEACH 71 STREET,40.591855,-73.800034,Rockaway Beach-Arverne-Edgemere,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.80529862316223 40.58809176088619),4,Queens,414,32,23,15,5,QN04979AB,BEACH 79 ST,40.5881,-73.8053,Rockaway Beach-Arverne-Edgemere,AE,,1
POINT (-74.11216452627983 40.567868775675),5,Staten Island,502,50,64,24,11,SI05219AB,BEACH AVE,40.567877,-74.112166,New Dorp-Midland Beach,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86738058811365 40.83493371480061),2,Bronx,209,18,87,33,15,BX03546AB,BEACH AVENUE,40.834942,-73.867382,Soundview-Bruckner-Bronx River,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.93969857339714 40.701191743219084),3,Brooklyn,304,34,53,18,7,BR03011AB,BEAVER ST,40.7012,-73.9397,Bushwick (West),X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.94709857714756 40.599891763766635),3,Brooklyn,315,48,41,19,9,BR02935AB,BEDFORD AV.,40.5999,-73.9471,Madison,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.95369857066777 40.68079174827423),3,Brooklyn,303,36,57,25,8,BR03070AB,BEDFORD AVE (NW CORNER),40.6808,-73.9537,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9547985696541 40.68579174716897),3,Brooklyn,303,36,57,25,8,BR03071AB,BEDFORD AVE (NW CORNER),40.6858,-73.9548,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95359857025169 40.68359174711367),3,Brooklyn,303,36,57,25,8,BR02940AB,BEDFORD AVENUE,40.6836,-73.9536,Bedford-Stuyvesant (West),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88190558149255 40.86625270955241),2,Bronx,227,15,78,34,14,BX03441AB,BEDFORD PARK BLVD,40.866261,-73.881907,Bronx Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.00375855212376 40.707891744796164),1,Manhattan,101,1,65,26,10,MN01617AB,BEEKMAN STREET,40.7079,-74.00376,Financial District-Battery Park City,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-73.75779862928377 40.74079172987218),4,Queens,411,23,24,11,6,QN04908AB,BELL BLVD,40.7408,-73.7578,Oakland Gardens-Hollis Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90170059279366 40.591140764213726),3,Brooklyn,356,46,59,19,8,BR02901AB,BELT PKWY,40.591149,-73.901702,Barren Island-Floyd Bennett Field,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.90239859166137 40.59129176375428),3,Brooklyn,356,46,59,22,8,BR02902AB,BELT PKWY,40.5913,-73.9024,Marine Park-Plumb Island,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.92219858006588 40.67439174797482),3,Brooklyn,308,41,56,25,8,BR02947AB,BERGEN STREET,40.6744,-73.9222,Crown Heights (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95302556268905 40.80355672406797),1,Manhattan,110,9,70,30,13,MN0830AB,BET ADAM C POWELL BLVD & FRED,40.803565,-73.953027,Harlem (South),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.79993561782368 40.710493736971856),4,Queens,408,24,29,14,5,QN0412AB,BETTWEEN HIGHLAND AV & 86 RD,40.710502,-73.799937,Jamaica Hills-Briarwood,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.95253756469751 40.76834873119539),1,Manhattan,108,5,76,28,12,MN0083AB,BETW E 74TH ST & E 75TH ST,40.768357,-73.952539,Upper East Side-Lenox Hill-Roosevelt Island,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.86499360531884 40.56884576710509),4,Queens,414,32,23,15,5,QN04568AB,BETWEEN & 149 ST,40.568854,-73.864995,Jacob Riis Park-Fort Tilden-Breezy Point Tip,X,AREA OF MINIMAL FLOOD HAZARD,1
POINT (-74.07349853432045 40.642791760071574),5,Staten Island,501,49,61,23,11,SI05158AB,BETWEEN & BAY ST,40.6428,-74.0735,St. George-New Brighton,X,AREA OF MINIMAL FLOOD HAZARD,2
POINT (-73.8195986008009 40.88989170278107),2,Bronx,212,13,82,34,14,BX03086AB,BETWEEN & BOSTON RD,40.8899,-73.8196,Eastchester-Edenwald-Baychester,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.89759857920767 40.836291716039106),2,Bronx,203,17,79,33,15,BX03184AB,BETWEEN & CLAREMONT PKWY,40.8363,-73.8976,Crotona Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.98320555910952 40.69968074497127),3,Brooklyn,302,33,57,25,8,BR02105AB,BETWEEN & GOLD ST,40.699689,-73.983207,Downtown Brooklyn-DUMBO-Boerum Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82630160132784 40.84317671164811),2,Bronx,210,13,82,34,14,BX0026AB,BETWEEN & JARVIS AV,40.843185,-73.826303,Throgs Neck-Schuylerville,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85039859438545 40.82969171538678),2,Bronx,209,18,87,34,15,BX03278AB,BETWEEN & WATSON AV,40.8297,-73.8504,Castle Hill-Unionport,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-74.20629249956765 40.51423278977157),5,Staten Island,503,51,62,24,11,SI05018AB,BETWEEN & WOOD VALE AV,40.514241,-74.206294,Annadale-Huguenot-Prince's Bay-Woodrow,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.99844355229006 40.73494473935314),1,Manhattan,102,3,66,27,10,MNBX285AB,BETWEEN 10 ST & 11 ST,40.734953,-73.998445,Greenwich Village,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.94407256876138 40.7566257331757),4,Queens,401,26,37,12,12,QN04507AB,BETWEEN 10 ST & 11 ST,40.756634,-73.944074,Queensbridge-Ravenswood-Dutch Kills,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.86691059283335 40.75761073001432),4,Queens,403,21,35,13,14,QN0139AB,BETWEEN 102 ST & 101 ST,40.757619,-73.866912,East Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8614185961036 40.7441617326936),4,Queens,404,21,39,13,14,QN04279AB,BETWEEN 102 ST & 103 ST,40.74417,-73.86142,Corona,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8423956053281 40.689838742115086),4,Queens,409,28,38,10,5,QN04687AB,BETWEEN 102 ST & 104 ST,40.689847,-73.842397,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84115760559229 40.690187741833114),4,Queens,409,28,38,10,5,QN04688AB,BETWEEN 102 ST & 104 ST,40.690196,-73.841159,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85426759946569 40.73290773404653),4,Queens,406,29,27,16,6,QN04800AB,BETWEEN 102 ST & 99 ST,40.732916,-73.854269,Forest Hills,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82579861094419 40.68979174226523),4,Queens,409,28,24,10,5,QN04724AB,BETWEEN 103 AV & 101 AV,40.6898,-73.8258,South Richmond Hill,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78235162352044 40.70525573766401),4,Queens,412,27,29,14,5,QN04215AB,BETWEEN 103 RD & LIBERTY AV,40.705264,-73.782353,South Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86709159363343 40.76129572935146),4,Queens,403,21,35,13,14,QN0153AB,BETWEEN 103 ST & 102 ST,40.761304,-73.867093,East Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83923960597855 40.686112742748286),4,Queens,409,28,38,15,5,QN04607AB,BETWEEN 103 ST & 104 ST,40.686121,-73.839241,Ozone Park (North),X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85908459715606 40.74413573243253),4,Queens,404,21,39,13,14,QN0178AB,BETWEEN 104 ST & 103 ST,40.744144,-73.859086,Corona,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86496859439028 40.75779173021052),4,Queens,403,21,35,13,14,QN04115AB,BETWEEN 104 ST & 103 ST,40.7578,-73.86497,East Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85840159744158 40.7439317320691),4,Queens,404,21,39,13,14,QN04247AB,BETWEEN 104 ST & 106 ST,40.74394,-73.858403,Corona,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.968105557886 40.80106972494643),1,Manhattan,107,6,69,30,10,MN0355AB,BETWEEN 105 ST & 106 ST,40.801078,-73.968107,Upper West Side-Manhattan Valley,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86314859475823 40.75785173001231),4,Queens,403,21,35,13,14,QN0142AB,BETWEEN 106 ST & 105 ST,40.75786,-73.86315,East Elmhurst,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83502260827973 40.682932743652394),4,Queens,410,32,31,10,5,QN04462AB,BETWEEN 106 ST & 107 ST,40.682941,-73.835024,South Ozone Park,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.78863362169612 40.69976173813024),4,Queens,412,27,32,14,5,QN04873AB,BETWEEN 107 AV & HENDRICKSON,40.69977,-73.788635,South Jamaica,X,AREA OF MINIMAL FLOOD HAZARD,6
